Date,Username,User tag,Content,Mentions,link
"2022-05-30,13:44:41","Darky4540","#5733","And his ilk","",""
"2022-05-30,13:45:03","valley seeker","#0186","Who?","",""
"2022-05-30,13:45:13","valley seeker","#0186","Wait, imma search","",""
"2022-05-30,13:45:42","Darky4540","#5733","George soros","",""
"2022-05-30,13:46:09","valley seeker","#0186","Ho. Yes him","",""
"2022-05-30,13:48:12","valley seeker","#0186","Erh. He don't show that much authoritarianism, but thats maybe because I don't hear about him often.

Though, he is capitalist and a proponent of federal system and superstate, I do not mind him. As long as he does not coerce people into his belief, I do not mind. To every people their own belief.","",""
"2022-05-30,13:49:38","Darky4540","#5733","Fair enough though I was surprised on his comments on the holocaust considering he is jewish","",""
"2022-05-30,13:49:42","Darky4540","#5733","Anyway last question","",""
"2022-05-30,13:49:46","Darky4540","#5733","Thoughts on kosovo","",""
"2022-05-30,13:49:50","Darky4540","#5733","🇽🇰","",""
"2022-05-30,13:53:41","valley seeker","#0186","They are authoritarian so I hate them....


BUT. It is a nation. It has its own cultural identity( although a variation of albanian culture) and therefore has to right to self determine. At least in my view. Kosovo is similar to me is a similar situation to florida. I sort off hate both but they are clearly a nation inside of a bigger state. As a decentrist and a radical in term of ideological diversity, I do not mind them. I actually want them to become their own state.","",""
"2022-05-30,13:53:47","valley seeker","#0186","Is it fair?","",""
"2022-05-30,13:54:54","Bachibouzou08","#3488","<:intensively_judging:772660303384018964>","",""
"2022-05-30,13:54:59","valley seeker","#0186","Anyhow","",""
"2022-05-30,13:55:04","Darky4540","#5733","He has arrived","",""
"2022-05-30,13:55:08","Darky4540","#5733","Fear the nikonikoni","",""
"2022-05-30,13:55:13","Darky4540","#5733",":you:","",""
"2022-05-30,13:55:14","valley seeker","#0186","Any people saw the last chapter of one piece","",""
"2022-05-30,13:55:18","Darky4540","#5733","Fuck","",""
"2022-05-30,13:55:21","Darky4540","#5733","<:Poo:903618859972579370>","",""
"2022-05-30,13:55:31","Darky4540","#5733","Nah but don't spoil it or talk about it in this channel","",""
"2022-05-30,13:55:42","valley seeker","#0186","Fair enough.","",""
"2022-05-30,14:04:49","Darky4540","#5733","Last question for you tony thoughts on Mustafa kemal attaturk","",""
"2022-05-30,14:04:52","Darky4540","#5733","The father of turks","",""
"2022-05-30,14:05:56","Darky4540","#5733","<@533006800849731616>","valley seeker#0186",""
"2022-05-30,14:09:58","valley seeker","#0186","I will pm it to ya after my job in approximately 4h","",""
"2022-05-30,14:20:12","Gawa yawa","#2526","https://youtu.be/qAGuYr3hpR4","",""
"2022-05-30,14:27:48","Darky4540","#5733","This isn't unpopular opinion fuck you it's a masterpiece","",""
"2022-05-30,14:28:55","Gawa yawa","#2526","https://youtu.be/qAGuYr3hpR4","",""
"2022-05-30,14:31:50","Gawa yawa","#2526","That’s right","",""
"2022-05-30,14:32:05","Gawa yawa","#2526","Watchi gotta say now?","",""
"2022-05-30,14:32:24","Frunnkis","#8368","balls","",""
"2022-05-30,14:33:45","Gawa yawa","#2526","Also","",""
"2022-05-30,14:34:06","Gawa yawa","#2526","There has never been another good mobile only game since the infinity blade trilogy","",""
"2022-05-30,14:34:22","Gawa yawa","#2526","And that’s fact","",""
"2022-05-30,14:47:46","Darky4540","#5733","FACTS","",""
"2022-05-30,14:48:57","Darky4540","#5733","2 was my favourite","",""
"2022-05-30,14:49:24","Darky4540","#5733","Story lost me but was still fun","",""
"2022-05-30,14:52:31","Gawa yawa","#2526","The story being confusing is due to lore not told in the games","",""
"2022-05-30,14:52:38","Gawa yawa","#2526","There are 2 infinity blade novels","",""
"2022-05-30,14:52:49","Gawa yawa","#2526","1 betweent IB 1 and 2","",""
"2022-05-30,14:52:57","Gawa yawa","#2526","And another one between IB 2 and 3","",""
"2022-05-30,16:11:29","Darky4540","#5733","Yeah I heard never read em sadly","",""
"2022-05-30,16:11:31","Darky4540","#5733","Buy in short","",""
"2022-05-30,16:11:39","Darky4540","#5733","The god king who dies inb3 if I'm not mistakenb","",""
"2022-05-30,16:11:43","Darky4540","#5733","Was not a bad guy at all","",""
"2022-05-30,16:12:05","Darky4540","#5733","And the first person you ever play as in 1 never died and was instead if I get this right the evil mastermind?","",""
"2022-05-30,16:12:10","Darky4540","#5733","Please explain marc","",""
"2022-05-30,16:14:15","Gawa yawa","#2526","Ooooooh boy","",""
"2022-05-30,16:14:22","Gawa yawa","#2526","We about to get into some lore shit","",""
"2022-05-30,16:14:28","Gawa yawa","#2526","I’m gonna need a minute","",""
"2022-05-30,16:14:32","Darky4540","#5733","If you want dm me it so we don't flood","",""
"2022-05-30,16:14:35","Darky4540","#5733","BUT go ham brother","",""
"2022-05-30,16:14:39","Darky4540","#5733","Just like I do with warhammer","",""
"2022-05-30,18:23:25","Wubba Wubba","#1493","Fr fr","",""
"2022-05-30,18:23:39","Wubba Wubba","#1493","I remember abusing the money glitch and getting the best stuff","",""
"2022-05-30,18:24:29","Wubba Wubba","#1493","2 was kickass for all the secret bosses and 3 new weapons. I remember the dual swords being busted, and the lightsaber guy being the most fucked up boss after a bunch of NG+ cycles","",""
"2022-05-30,19:23:31","Hathena","#6395","No getting overly political here pls.","valley seeker#0186",""
"2022-05-30,19:24:34","Hathena","#6395","It's fine to joke about the war crimes you have committed, but it's never okay to commit war crimes.","",""
"2022-05-30,19:24:56","Hathena","#6395","- René Descartes","",""
"2022-05-30,19:27:03","valley seeker","#0186","Yep. Went pm instead","Hathena#6395",""
"2022-05-30,19:47:35","DarkLaka","#7327","Unpopular opinion, opinions are overrated","",""
"2022-05-30,20:11:12","Frunnkis","#8368","Unpopular opinion, suck my opinion","DarkLaka#7327",""
"2022-05-31,10:29:03","LOLO","#5036","Unpopular opinion, _ _","",""
"2022-05-31,10:30:22","Darky4540","#5733","Popular opinion","",""
"2022-05-31,10:30:28","Darky4540","#5733","https://tenor.com/view/stranger-cat-stranger-things-strangerthings-cat-cat-cat-fun-gif-17742450","",""
"2022-05-31,10:30:35","Darky4540","#5733","This is cool","",""
"2022-05-31,11:34:17","Le Mounir","#6969","","","https://cdn.discordapp.com/attachments/975183511684272129/981219072601649252/Screenshot_20220528-213523.png"
"2022-05-31,17:36:26","Hathena","#6395","Unpopular opinion: Pie-IX sounds like pee-enough","",""
"2022-06-01,11:57:07","the good olive oil","#7281","that’s not an unpopular opinion thats just a fact","",""
"2022-06-01,12:02:16","Hathena","#6395","Mobile games being dogshit horrible lately is what they have always been.","",""
"2022-06-01,12:07:18","valley seeker","#0186","I completely agree","Hathena#6395",""
"2022-06-01,12:13:14","Frunnkis","#8368","Somewhat agree
In recent times a lot of artistry, innovation and creativity have died in the name of churning out ultra-fast cash grabs","Hathena#6395",""
"2022-06-01,12:15:16","Why?","#3862","My man's can't trash on the classics like this","Hathena#6395",""
"2022-06-01,12:15:26","Why?","#3862","Put some respect on subway surfers","",""
"2022-06-01,14:22:50","Darky4540","#5733","And clash","",""
"2022-06-01,14:36:59","Hathena","#6395","Sorry but I hated subway surfers","",""
"2022-06-01,14:37:27","Hathena","#6395","I only got into clash of clans because everyone back in high school was into it.","",""
"2022-06-01,14:37:47","Hathena","#6395","I abandoned the game 1 week later","",""
"2022-06-01,15:09:16","Gawa yawa","#2526","Minecraft pe used to be the shit back then","",""
"2022-06-01,15:15:05","valley seeker","#0186","Dragon quest 5 is the most overrated dragon quest.","",""
"2022-06-01,15:15:32","Darky4540","#5733","Dragon quest sentinels of the stary sky deserves more recognition","",""
"2022-06-01,15:16:00","valley seeker","#0186","Never played it. Should play it someday","Darky4540#5733",""
"2022-06-01,15:16:43","valley seeker","#0186","Can we agree that dragon quest 7 is underrated though","",""
"2022-06-01,15:17:16","Darky4540","#5733","Agreed","",""
"2022-06-01,23:45:12","Wubba Wubba","#1493","Bruh this is real","",""
"2022-06-01,23:45:17","Wubba Wubba","#1493","https://mobile.twitter.com/Fleshlight/status/1530312103038537741","",""
"2022-06-01,23:46:07","Le Mounir","#6969","Yes it is","",""
"2022-06-01,23:46:13","Le Mounir","#6969","Amen","",""
"2022-06-01,23:51:00","Wubba Wubba","#1493","Demogorgussy","",""
"2022-06-01,23:51:12","Wubba Wubba","#1493","I'm very curious now","",""
"2022-06-01,23:51:23","Fart City 2","#4264","Demogorgon give good head on god 😩","",""
"2022-06-01,23:52:00","Bachibouzou08","#3488","https://media.discordapp.net/attachments/439872388390191116/980678445510058014/makesweet-tpta6g.gif","",""
"2022-06-01,23:52:12","Fart City 2","#4264","NEVER!!!!","",""
"2022-06-02,12:49:27","Hathena","#6395","no","",""
"2022-06-06,16:03:07","Fart City 2","#4264","having a porn addiction does not make you a man of culture","",""
"2022-06-06,16:03:36","Tanker50207","#6978","Rule 34 is not a culture?","",""
"2022-06-06,16:24:23","Frunnkis","#8368","Surpassing your porn addiction","Fart City 2#4264",""
"2022-06-06,16:24:26","Frunnkis","#8368","True culture","",""
"2022-06-06,19:46:17","ZeBoss","#9827","imagine watching porn for the plot","Fart City 2#4264",""
"2022-06-06,20:34:21","Wubba Wubba","#1493","Do you not?","",""
"2022-06-06,20:34:55","Wubba Wubba","#1493","What turns me on the most is a well crafted character arc, and good character development, as well as fine-tuned dialogue and cinematography","",""
"2022-06-06,20:35:18","Bachibouzou08","#3488","https://media.discordapp.net/attachments/919026962519965737/923046705220436048/1c708022-7898-4121-9968-0f0d24b8f986.gif","",""
"2022-06-06,20:35:46","Freeno","#1142","Persona is a good rpg franchise","",""
"2022-06-06,20:35:57","Freeno","#1142","However","",""
"2022-06-06,20:36:16","Freeno","#1142","I refuse to be associated with its community","",""
"2022-06-06,21:00:26","Le Mounir","#6969","🧐","",""
"2022-06-06,21:03:54","Hathena","#6395","Unpopular opinion: banana","",""
"2022-06-06,21:04:54","Le Mounir","#6969","Banger tweet","",""
"2022-06-06,21:07:39","nomorethannick","#2460","I refuse to be associated with any community tbh","Freeno#1142",""
"2022-06-06,21:11:12","Freeno","#1142","SAME LIKE I JUST WANT ENJOY GAME FOR GAME","",""
"2022-06-06,21:20:14","Hathena","#6395","Unpopular opinion: New York sucks balls","",""
"2022-06-06,21:21:48","Gawa yawa","#2526","Yo true!","",""
"2022-06-06,23:52:17","Wubba Wubba","#1493","What an absolutely controversial and unpopular opinion","",""
"2022-06-06,23:52:22","Wubba Wubba","#1493","I'm sure no one else has it","",""
"2022-06-19,02:53:18","Hathena","#6395","Anyone who, unironically, consider themselves a chad or to be in any of the chad hierarchy, usually has a small pp.","",""
"2022-06-19,02:53:33","Hathena","#6395","fight me","",""
"2022-06-19,07:58:59","Le Mounir","#6969","","","https://cdn.discordapp.com/attachments/975183511684272129/988050261102723092/inconnu.jpeg"
"2022-06-19,08:37:58","Hathena","#6395","Except for the Republic of Chad","",""
"2022-06-19,09:42:45","Le Mounir","#6969","Basé","",""
"2022-06-20,00:30:21","Wubba Wubba","#1493","Reminds me of the people that call themselves alpha unironically","",""
"2022-06-20,00:30:42","Wubba Wubba","#1493","Not really unpopular tho lmao, I feel it's a pretty common thought","",""
"2022-06-20,03:34:57","Fart City 2","#4264","Tyrant","Wubba Wubba#1493",""
"2022-06-20,06:10:59","Hathena","#6395","Tyrant","",""
"2022-06-20,17:32:27","Darky4540","#5733","unpopular opinion, but while the removal of said person was inevitable","",""
"2022-06-20,17:32:32","Darky4540","#5733","its odd not seing his schizoid rants","",""
"2022-06-20,17:32:55","Frunnkis","#8368","i mean he didnt get removed he just dipped lol","",""
"2022-06-20,17:40:05","Hathena","#6395","It was not only inevitable, it was justifiable","",""
"2022-06-20,19:23:49","nomorethannick","#2460","I feel like he either had major issues or was trying to make himself look smart","",""
"2022-06-20,19:25:17","Frunnkis","#8368","Yea","",""
"2022-06-20,23:21:50","Hathena","#6395","He's autistic, but then again","",""
"2022-06-20,23:22:15","Hathena","#6395","Doesn't mean you get to ramble aboot wanting to kill AOC on *here* of all the places","",""
"2022-06-21,09:27:10","Why?","#3862","That's a hot take","",""
"2022-06-21,09:27:39","Darky4540","#5733","That belongs in vent amogus","",""
"2022-06-21,09:27:41","Frunnkis","#8368","something bad happen or is he just a shmuck?","Hathena#6395",""
"2022-06-21,09:27:44","Darky4540","#5733","Come on now jack cartier","",""
"2022-06-21,09:45:23","Hathena","#6395","Oh fuck wrong channel","",""
"2022-06-21,09:45:55","Hathena","#6395","Anyways, he was just being an ass to our parents and whatnot","",""
"2022-06-21,09:46:22","Hathena","#6395","But yeah, not that worthy of a vent","",""
"2022-06-24,18:23:15","nomorethannick","#2460","White people","",""
"2022-06-24,19:00:29","Freeno","#1142","So true","",""
"2022-06-24,19:10:22","SpencerKnight100","#1990","No statement has ever been truer....","",""
"2022-06-25,03:01:13","Hathena","#6395","Bureaucracy sucks ass","",""
"2022-07-23,15:03:25","Smoothie","#0007","That's not an unpopular opinion","Hathena#6395",""
"2022-07-23,16:01:47","Darky4540","#5733","Unpopular opinion. Milfs are overrated","",""
"2022-07-23,16:02:19","Darky4540","#5733","https://tenor.com/view/i-saw-what-you-just-deleted-gif-22613011","",""
"2022-07-23,16:02:24","Darky4540","#5733","<@300225363001344000>","Frunnkis#8368",""
"2022-07-23,23:20:44","Hathena","#6395","It's a fact","Smoothie#0007",""
"2022-07-27,05:39:48","Hathena","#6395","I love airline food","",""
"2022-07-27,05:40:07","Hathena","#6395","when done properly","",""
"2022-07-27,13:55:23","nomorethannick","#2460","Hey guys, what's the deal with airline food?","",""
"2022-07-27,13:55:33","nomorethannick","#2460","Like, what's the deal with it?","",""
"2022-07-27,14:04:43","SpencerKnight100","#1990","I don't know. I guess you can say it's PLANE CRAZY!","",""
"2022-07-27,14:04:46","SpencerKnight100","#1990","....","",""
"2022-07-27,14:04:48","SpencerKnight100","#1990","....","",""
"2022-07-27,14:04:56","SpencerKnight100","#1990","Ok, I'll stop now....","",""
"2022-07-27,14:12:29","Dinanox","#7811","It’s ok","","https://cdn.discordapp.com/attachments/975183511684272129/1001914992574087359/IMG_2562.jpg"
"2022-07-27,14:14:38","Hathena","#6395","They served this during my flight to Paris","","https://cdn.discordapp.com/attachments/975183511684272129/1001915536545959966/unknown.png"
"2022-07-27,14:14:49","Hathena","#6395","Was pretty good","",""
"2022-07-27,14:15:46","Why?","#3862","I'mma be the first to say it","",""
"2022-07-27,14:15:53","Why?","#3862","That looks terrible","",""
"2022-07-27,14:19:23","Hathena","#6395","But it was alright","",""
"2022-07-27,14:19:54","Hathena","#6395","Better than the slop that they serve on United","",""
"2022-07-27,14:20:31","Bachibouzou08","#3488","If you think that’s terrible, then I am a disaster","",""
"2022-07-27,14:24:56","Why?","#3862","Looks like slop from here","Hathena#6395",""
"2022-07-27,14:25:07","Why?","#3862","Glad you managed to enjoy it tho","",""
"2022-07-27,17:15:31","Hathena","#6395","I still haven't forgiven AirFrance for messing up my schedule.","",""
"2022-07-28,12:30:47","LOLO","#5036","Looks like diarrhea","Hathena#6395",""
"2022-07-28,12:58:24","Fart City 2","#4264","True","LOLO#5036",""
"2022-07-28,12:58:47","Fart City 2","#4264","Sometimes airplane food is just carrots, brocoli and pasta","",""
"2022-07-28,16:55:56","SpencerKnight100","#1990","I can't quite tell what it is. It kind of looks like guacamole and pasta with a side of nachos.","Hathena#6395",""
"2022-07-28,21:40:59","Hathena","#6395","The green was some sort of porridge","",""
"2022-07-28,21:41:36","Hathena","#6395","The orange was rice with some fish or something(forgot what those white chunks are, but they ain't cheese curds)","",""
"2022-07-28,21:42:03","Hathena","#6395","A side of pickled vegetables and a dessert","",""
"2022-07-28,21:42:55","Fart City 2","#4264","Ye prob camera quality makes it look like crap","",""
"2022-07-28,21:43:00","Fart City 2","#4264","Dont sound bad","",""
"2022-07-30,11:33:01","Hathena","#6395","The dessert was some  sort of oatmeal cake with a fruit filling.","",""
"2022-08-14,21:55:05","Hathena","#6395","","","https://cdn.discordapp.com/attachments/975183511684272129/1008554393530019970/unknown.png"
"2022-08-17,15:59:49","Hathena","#6395","pop_os is just an overrated junkware","",""
"2022-08-17,16:00:04","Hathena","#6395","No clue why the Linux community loves to hype it up so bad","",""
"2022-08-17,17:41:22","nomorethannick","#2460","Linux in general sucks","",""
"2022-08-17,17:41:34","Frunnkis","#8368","That's a take.","",""
"2022-08-17,17:41:51","nomorethannick","#2460","The channel is called unpopular opinions isnt it","",""
"2022-08-17,17:42:23","Frunnkis","#8368","Its called <#975183511684272129> not #i-will-not-judge-you :)","",""
"2022-08-17,17:42:31","Why?","#3862","PERIODT.","Frunnkis#8368",""
"2022-08-17,17:42:38","nomorethannick","#2460","I was just making sure cause I cant read","",""
"2022-08-17,17:46:14","ZeBoss","#9827","gemshim bad","",""
"2022-08-17,17:46:17","ZeBoss","#9827","pad good","",""
"2022-08-17,17:46:27","ZeBoss","#9827","everyone should play funny gacha pad","",""
"2022-08-17,17:46:31","nomorethannick","#2460","Jenshin impact","",""
"2022-08-17,17:46:48","nomorethannick","#2460","God I can never forget when they pronounced it like that at the game awards","",""
"2022-08-17,18:11:47","Hathena","#6395","Debatable, but I'd say the community is worse than the kernel","nomorethannick#2460",""
"2022-08-17,18:12:31","nomorethannick","#2460","that's true, but I also hate the operating system too","",""
"2022-08-17,18:12:54","nomorethannick","#2460","for me I just like windows better despite how much I hate microsoft","",""
"2022-08-17,18:13:02","Hathena","#6395","I agree to an extent","",""
"2022-08-17,18:13:41","Hathena","#6395","Other than for 🤓's, there's no other use for Linux","",""
"2022-08-17,18:50:27","Le Mounir","#6969","Based,.someone pin that","",""
"2022-08-17,19:23:35","Bachibouzou08","#3488","","",""
"2022-08-17,19:30:49","Frunnkis","#8368","Based,.someone pinned that","",""
"2022-08-18,17:05:57","nomorethannick","#2460","Saul Goodman","",""
"2022-08-18,21:35:02","LOLO","#5036","https://tenor.com/view/3d-saul-saul-goodman-adamghik-gif-23876766","nomorethannick#2460",""
"2022-08-18,22:04:29","Hathena","#6395","Don't get me wrong, I love Visual Studio Code. But I'm gonna miss Atom when GitHub archives the source code.","",""
"2022-08-18,22:07:08","Frunnkis","#8368","fuck vsc","",""
"2022-08-18,22:07:13","Frunnkis","#8368","IntelliJ all the way","",""
"2022-08-18,22:18:33","Hathena","#6395","Blasphemy","",""
"2022-08-18,22:19:30","Frunnkis","#8368","It's not blasphemy it's true","",""
"2022-08-18,22:19:37","Frunnkis","#8368","WebStorm my beloved","",""
"2022-08-18,22:20:04","Hathena","#6395","Intellicringe","",""
"2022-08-18,22:20:11","Frunnkis","#8368",">:(","",""
"2022-08-18,22:20:13","Hathena","#6395","Visual Studio Based","",""
"2022-08-18,22:20:25","Hathena","#6395","No but JetBrains is good","",""
"2022-08-18,22:20:26","Frunnkis","#8368","Rider is objectively better than Visual Studio, at least for my experience with Unity","",""
"2022-08-18,22:20:48","Hathena","#6395","it's just that they're too resource heavy","",""
"2022-08-18,22:20:52","Hathena","#6395","at times","",""
"2022-08-18,22:21:01","Hathena","#6395","VSC is superior to VS","",""
"2022-08-18,22:21:05","Frunnkis","#8368","for sure","",""
"2022-08-18,22:21:18","Frunnkis","#8368","At least on my system Rider loads almost as fast as VSC","",""
"2022-08-18,22:21:43","Hathena","#6395","Would be rad if JetBrain releases their own code editor like Microsoft","",""
"2022-08-18,22:22:43","Hathena","#6395","But i have to admit, they're no match for their common ancestors:","",""
"2022-08-18,22:22:45","Hathena","#6395","vim, emacs, and nano","",""
"2022-08-18,22:22:57","Frunnkis","#8368","But i can't close vim 😔","",""
"2022-08-18,22:23:13","ZeBoss","#9827","eclipse","",""
"2022-08-18,22:23:37","Frunnkis","#8368","NO","ZeBoss#9827",""
"2022-08-18,22:23:46","Frunnkis","#8368","DO NOT SPEAK THOSE CURSED WORDS IN MY PRESENCE","",""
"2022-08-18,22:24:17","ZeBoss","#9827","it's still better than vs","",""
"2022-08-18,22:24:26","Frunnkis","#8368","what","",""
"2022-08-18,22:24:27","Frunnkis","#8368","no","",""
"2022-08-18,22:24:30","Frunnkis","#8368","it isn't","",""
"2022-08-18,22:24:42","Hathena","#6395","Eclipse is just","",""
"2022-08-18,22:24:43","Hathena","#6395","bad","",""
"2022-08-18,22:24:52","Hathena","#6395","Well, better than NetBeans","",""
"2022-08-18,22:24:55","Hathena","#6395","I guess?","",""
"2022-08-18,22:24:56","Frunnkis","#8368","Eclipse was the worst development software I've ever had the misfortune of using","",""
"2022-08-18,22:25:03","ZeBoss","#9827","i hated my experience with vs/vsc during my unity classes","",""
"2022-08-18,22:25:08","Hathena","#6395","But I do find NetBeans to be oddly attractive","",""
"2022-08-18,22:25:22","Frunnkis","#8368","I never touched NetBeans so no comment","",""
"2022-08-18,22:25:22","Hathena","#6395","You can't use Eclipse for C#","",""
"2022-08-18,22:25:30","ZeBoss","#9827","i prefer netbeans to eclipse","",""
"2022-08-18,22:25:30","Hathena","#6395","I think?","",""
"2022-08-18,22:25:45","ZeBoss","#9827","but i think eclipse is superior, i guess?","",""
"2022-08-18,22:25:48","Frunnkis","#8368","I remember tawfiq literally fucking groaned when he read our syllabus  and saw eclipse","",""
"2022-08-18,22:26:05","Hathena","#6395","King shit","",""
"2022-08-18,22:26:27","Hathena","#6395","Eclipse might be good, but it's no where near as good as JetBrains' IDE's","",""
"2022-08-18,22:26:45","Hathena","#6395","Let alone Visual Studio/Code","",""
"2022-08-18,22:27:51","ZeBoss","#9827","i may be biased against vsc, because it was a pain to install","",""
"2022-08-18,22:28:09","ZeBoss","#9827","then i needed more plugins for basic stuff","",""
"2022-08-18,22:28:33","ZeBoss","#9827","i may have done something wrong, and that's my bad, but it left a sour taste in my mouth","",""
"2022-08-18,22:34:14","Hathena","#6395","On a more unrelated note:","",""
"2022-08-19,12:39:20","Randy","#2505","Honestly I don't care at all about IDEs","",""
"2022-08-19,12:39:43","Randy","#2505","Like just use the one that works best for the tool your usingXD","",""
"2022-08-19,12:40:45","Randy","#2505","Java/intellij, c#/vs, Js/vsc","",""
"2022-08-19,12:40:55","Randy","#2505","But I will say tho","",""
"2022-08-19,12:41:22","Frunnkis","#8368","Java intellij
C# rider
Js webstorm","Randy#2505",""
"2022-08-19,12:41:22","Randy","#2505","It took me way to long to go from notepad++ to vsc 💀","",""
"2022-08-19,12:41:33","Randy","#2505","The fuck is rider","",""
"2022-08-19,12:41:46","Frunnkis","#8368","Imagine intellij but for c#, c++, etc.","",""
"2022-08-19,12:42:02","Frunnkis","#8368","*it's beautiful*","",""
"2022-08-19,12:42:04","Randy","#2505","Damn okok","",""
"2022-08-19,12:42:14","Randy","#2505","I mean it's not hard to beat vs","",""
"2022-08-19,12:42:28","Frunnkis","#8368","True","",""
"2022-08-19,12:42:57","Randy","#2505","I'll probably never touch an IDE for the next few years tho","",""
"2022-08-19,12:43:43","Randy","#2505","Cuz at work we use Apex and Js","",""
"2022-08-19,12:43:53","Randy","#2505","So we need the vsc plugins","",""
"2022-08-19,12:59:13","Frunnkis","#8368","Interesting","",""
"2022-08-19,12:59:19","Frunnkis","#8368","What's Apex?","",""
"2022-08-19,13:05:01","nomorethannick","#2460","Apex Legend","",""
"2022-08-19,13:13:50","Randy","#2505","It's kinda like subset of Java used for Salesforce","Frunnkis#8368",""
"2022-08-19,14:16:10","Bachibouzou08","#3488","Y’all IDE are trash, the only one you need is notepad","",""
"2022-08-19,14:17:03","Why?","#3862","Microsoft Word","",""
"2022-08-19,14:31:25","rezchick","#1417","A pen and paper","",""
"2022-08-19,15:35:01","Hathena","#6395","","Bachibouzou08#3488","https://cdn.discordapp.com/attachments/975183511684272129/1010270687082074142/Screen_Shot_2022-08-19_at_3.34.57_PM.png"
"2022-08-19,15:38:46","Tanker50207","#6978","Ms paint","",""
"2022-08-19,15:46:51","Hathena","#6395","finger and tissue","",""
"2022-08-19,15:47:13","Hathena","#6395","stick and dirt","",""
"2022-08-19,15:47:33","Hathena","#6395","Papyrus scripts","",""
"2022-08-19,15:47:35","Hathena","#6395","Clay tablets","",""
"2022-08-19,15:57:11","Frunnkis","#8368","Oh I have one that's just as primitive: VI","",""
"2022-08-19,16:01:52","Hathena","#6395","pico","",""
"2022-08-23,08:57:05","Hathena","#6395","~~AYO she kinda bad tho ngl~~","","https://cdn.discordapp.com/attachments/975183511684272129/1011620094448775268/unknown.png"
"2022-08-23,08:57:32","Hathena","#6395","I'll see myself out","",""
"2022-08-23,12:00:46","Fart City 2","#4264","u got this tuan","Hathena#6395",""
"2022-08-23,12:00:53","Fart City 2","#4264","new semester new you","",""
"2022-08-23,12:12:43","Hathena","#6395","Thanks man, but my point still stands","",""
"2022-08-24,13:47:35","OlbericTheWarrior","#8348","📸","Hathena#6395",""
"2022-08-26,09:38:02","nomorethannick","#2460","Better call me","",""
"2022-08-26,09:47:27","Hathena","#6395","Saules Bonhomme","",""
"2022-08-26,22:17:45","Mega","#9592","Omg better colesaw","",""
"2022-08-26,22:18:19","Mega","#9592","He defecated through a sunroof ono","",""
"2022-09-09,10:45:24","nomorethannick","#2460","I dont find the jokes about the Queen's death funny","",""
"2022-09-09,10:46:31","nomorethannick","#2460","Idk why anyone in their right mind would just casually turn someone's death into a laughing stock it just feels wrong and disrespectful","",""
"2022-09-09,10:52:02","Hathena","#6395","yeah...","",""
"2022-09-09,10:52:11","Hathena","#6395","Anyways, pour one out for Her Majesty","","https://cdn.discordapp.com/attachments/975183511684272129/1017809652576165898/unknown.png"
"2022-09-09,10:55:48","Hathena","#6395","","","https://cdn.discordapp.com/attachments/975183511684272129/1017810564426240062/unknown.png"
"2022-09-09,12:23:56","LOLO","#5036","Agree lol I think it's kinda degen","nomorethannick#2460",""
"2022-09-14,10:01:37","Hathena","#6395","I think Disney's live action remakes are always cheap, soulless crap and should not exist","",""
"2022-09-14,10:03:45","Hathena","#6395","But hey, Disney is a horrible company to begin with.","",""
"2022-09-14,10:32:33","Fart City 2","#4264","real","Hathena#6395",""
"2022-09-14,10:32:39","Fart City 2","#4264","ruining mcu","",""
"2022-09-14,10:32:41","Fart City 2","#4264","smh","",""
"2022-09-14,10:32:53","Fart City 2","#4264","anyways heard moonknight was good","",""
"2022-09-14,11:43:23","Hathena","#6395","","","https://cdn.discordapp.com/attachments/975183511684272129/1019634477141610556/unknown.png"
"2022-09-14,17:57:59","ZeBoss","#9827","moon knight is good","Fart City 2#4264",""
"2022-09-14,17:58:18","ZeBoss","#9827","remakes are ok, but not as good as the originals","Hathena#6395",""
"2022-09-14,18:03:55","Hathena","#6395","What's worse is that Disney uses their actors and actresses as shields to deflect any criticisms directed at them","",""
"2022-09-14,18:09:29","Hathena","#6395","Like bro, just admit that your Golden years are long gone.","",""
"2022-09-14,18:20:49","SpencerKnight100","#1990","The characters that spawned from Disney (specifically Mickey) will always remain near and dear to my heart, but I agree that the higher-ups really need to get their crap together.","Hathena#6395",""
"2022-09-14,18:24:10","ZeBoss","#9827","and please, for the love of god, STOP BUYING EVERY OTHER COMPANY, DISNEY!!!","",""
"2022-09-14,18:27:08","Frunnkis","#8368","All of the Disney characters I really like weren't created by Disney they were just absorbed into the Amalgam™️","",""
"2022-09-14,18:30:33","SpencerKnight100","#1990","Do you think Walt Disney would be proud of what his franchise has become, or do you think he's be rolling in his grave/cryogenic chamber?","Frunnkis#8368",""
"2022-09-14,18:31:09","Frunnkis","#8368","Hmm. I think one detail you're missing is that","SpencerKnight100#1990",""
"2022-09-14,18:31:19","Frunnkis","#8368","","","https://cdn.discordapp.com/attachments/975183511684272129/1019737139140890654/image0.gif"
"2022-09-14,18:31:53","SpencerKnight100","#1990","So.. He'd be proud of it?","",""
"2022-09-14,18:32:04","Frunnkis","#8368","If it prints money, it prints money.","",""
"2022-09-14,18:32:23","SpencerKnight100","#1990","What does that mean?","",""
"2022-09-14,18:32:33","Hathena","#6395","Oh yeah, that too","ZeBoss#9827",""
"2022-09-14,18:32:41","Hathena","#6395","Mfs be buying anything that's on the market","",""
